event_id,recording_id,audio_relative_path,label_mode,raw_class_label,class_id,onset_s,offset_s,source_start_fraction,source_end_fraction,source_event_length_s,source_row
datased:monophonic:000430,S-0048,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0048.wav,monophonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,7.58,10.9,0.06,0.09,3.32,431
datased:monophonic:000431,S-0048,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0048.wav,monophonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,13.87,16.56,0.12,0.14,2.69,432
datased:monophonic:000432,S-0048,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0048.wav,monophonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,29.42,56.0,0.25,0.48,26.58,433
datased:monophonic:000433,S-0048,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0048.wav,monophonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,56.42,66.11,0.48,0.57,9.68,434
datased:monophonic:000434,S-0048,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0048.wav,monophonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,71.41,102.87,0.61,0.88,31.46,435
datased:monophonic:000435,S-0049,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0049.wav,monophonic,Vehicle pass-by,vehicle_pass_by,0.0,3.04,0.0,0.02,3.04,436
datased:monophonic:000436,S-0049,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0049.wav,monophonic,Vehicle idling,vehicle_idling,3.17,27.52,0.02,0.19,24.34,437
datased:monophonic:000437,S-0049,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0049.wav,monophonic,Voices,voices,36.01,63.66,0.25,0.44,27.65,438
datased:monophonic:000438,S-0049,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0049.wav,monophonic,Vehicle idling,vehicle_idling,63.73,75.07,0.44,0.52,11.33,439
datased:monophonic:000439,S-0049,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0049.wav,monophonic,Vehicle idling,vehicle_idling,75.85,101.57,0.52,0.7,25.71,440
datased:monophonic:000440,S-0049,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0049.wav,monophonic,Horn,horn,102.04,103.0,0.71,0.71,0.96,441
datased:monophonic:000441,S-0049,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0049.wav,monophonic,Vehicle idling,vehicle_idling,103.45,109.83,0.72,0.76,6.38,442
datased:monophonic:000442,S-0049,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0049.wav,monophonic,Jet aircrafts,jet_aircrafts,112.11,118.33,0.77,0.82,6.22,443
datased:monophonic:000443,S-0049,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0049.wav,monophonic,Vehicle idling,vehicle_idling,118.68,120.38,0.82,0.83,1.7,444
datased:monophonic:000444,S-0049,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0049.wav,monophonic,Jet aircrafts,jet_aircrafts,120.87,127.26,0.84,0.88,6.39,445
datased:monophonic:000445,S-0049,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0049.wav,monophonic,Vehicle pass-by,vehicle_pass_by,127.61,140.57,0.88,0.97,12.96,446
datased:monophonic:000446,S-0050,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0050.wav,monophonic,Voices,voices,1.1,3.0,0.01,0.02,1.91,447
datased:monophonic:000447,S-0050,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0050.wav,monophonic,Vehicle idling,vehicle_idling,3.58,13.7,0.03,0.1,10.12,448
datased:monophonic:000448,S-0050,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0050.wav,monophonic,Voices,voices,13.75,39.06,0.1,0.29,25.31,449
datased:monophonic:000449,S-0050,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0050.wav,monophonic,Vehicle idling,vehicle_idling,39.25,43.31,0.29,0.32,4.06,450
datased:monophonic:000450,S-0050,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0050.wav,monophonic,Voices,voices,43.89,48.79,0.32,0.36,4.89,451
datased:monophonic:000451,S-0050,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0050.wav,monophonic,Voices,voices,51.86,54.51,0.38,0.4,2.65,452
datased:monophonic:000452,S-0050,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0050.wav,monophonic,Voices,voices,55.01,61.67,0.4,0.45,6.66,453
datased:monophonic:000453,S-0050,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0050.wav,monophonic,Vehicle pass-by,vehicle_pass_by,61.73,73.01,0.45,0.53,11.28,454
datased:monophonic:000454,S-0050,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0050.wav,monophonic,Vehicle pass-by,vehicle_pass_by,77.48,80.97,0.57,0.59,3.48,455
datased:monophonic:000455,S-0050,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0050.wav,monophonic,Voices,voices,83.37,88.76,0.61,0.65,5.39,456
datased:monophonic:000456,S-0050,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0050.wav,monophonic,Vehicle pass-by,vehicle_pass_by,94.07,102.78,0.69,0.75,8.7,457
datased:monophonic:000457,S-0050,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0050.wav,monophonic,Voices,voices,102.91,118.71,0.75,0.87,15.79,458
datased:monophonic:000458,S-0050,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0050.wav,monophonic,Vehicle pass-by,vehicle_pass_by,119.03,126.03,0.87,0.92,7.0,459
datased:monophonic:000459,S-0050,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0050.wav,monophonic,Vehicle pass-by,vehicle_pass_by,131.97,132.92,0.96,0.97,0.96,460
datased:monophonic:000460,S-0051,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0051.wav,monophonic,Vehicle idling,vehicle_idling,6.31,15.67,0.06,0.14,9.35,461
datased:monophonic:000461,S-0051,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0051.wav,monophonic,Voices,voices,16.07,25.74,0.14,0.23,9.67,462
datased:monophonic:000462,S-0051,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0051.wav,monophonic,Vehicle pass-by,vehicle_pass_by,26.63,48.44,0.24,0.43,21.81,463
datased:monophonic:000463,S-0051,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0051.wav,monophonic,Vehicle pass-by,vehicle_pass_by,54.13,69.85,0.48,0.62,15.71,464
datased:monophonic:000464,S-0051,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0051.wav,monophonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,76.08,78.52,0.68,0.7,2.44,465
datased:monophonic:000465,S-0051,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0051.wav,monophonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,79.4,82.31,0.71,0.74,2.91,466
datased:monophonic:000466,S-0051,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0051.wav,monophonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,98.84,102.02,0.88,0.91,3.18,467
datased:monophonic:000467,S-0051,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0051.wav,monophonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,109.61,111.91,0.98,1.0,2.3,468
datased:monophonic:000468,S-0052,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0052.wav,monophonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,0.74,46.23,0.01,0.35,45.48,469
datased:monophonic:000469,S-0052,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0052.wav,monophonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,46.23,79.35,0.35,0.59,33.12,470
datased:monophonic:000470,S-0052,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0052.wav,monophonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,84.76,111.02,0.64,0.83,26.26,471
datased:monophonic:000471,S-0052,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0052.wav,monophonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,116.51,124.13,0.87,0.93,7.62,472
datased:monophonic:000472,S-0052,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0052.wav,monophonic,Voices,voices,124.83,129.76,0.94,0.97,4.93,473
datased:monophonic:000473,S-0052,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0052.wav,monophonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,129.87,133.31,0.97,1.0,3.44,474
datased:monophonic:000474,S-0053,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0053.wav,monophonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,1.06,3.92,0.01,0.02,2.87,475
datased:monophonic:000475,S-0053,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0053.wav,monophonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,4.61,7.47,0.02,0.04,2.87,476
datased:monophonic:000476,S-0053,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0053.wav,monophonic,Voices,voices,7.5,7.93,0.04,0.04,0.43,477
datased:monophonic:000477,S-0053,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0053.wav,monophonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,8.05,11.14,0.04,0.06,3.1,478
datased:monophonic:000478,S-0053,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0053.wav,monophonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,11.49,14.24,0.06,0.08,2.75,479
datased:monophonic:000479,S-0053,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0053.wav,monophonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,14.7,17.61,0.08,0.09,2.92,480
datased:monophonic:000480,S-0053,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0053.wav,monophonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,18.14,24.67,0.1,0.13,6.53,481
datased:monophonic:000481,S-0053,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0053.wav,monophonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,24.9,29.03,0.13,0.15,4.13,482
datased:monophonic:000482,S-0053,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0053.wav,monophonic,Dog barkings and howlings,dog_barkings_and_howlings,34.19,35.99,0.18,0.19,1.8,483
datased:monophonic:000483,S-0053,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0053.wav,monophonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,36.13,38.62,0.19,0.2,2.49,484
datased:monophonic:000484,S-0053,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0053.wav,monophonic,Voices,voices,39.0,40.83,0.21,0.22,1.84,485
datased:monophonic:000485,S-0053,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0053.wav,monophonic,Dog barkings and howlings,dog_barkings_and_howlings,45.76,50.35,0.24,0.27,4.59,486
datased:monophonic:000486,S-0053,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0053.wav,monophonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,51.27,74.81,0.27,0.4,23.55,487
datased:monophonic:000487,S-0053,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0053.wav,monophonic,Horn,horn,75.34,79.24,0.4,0.42,3.9,488
datased:monophonic:000488,S-0053,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0053.wav,monophonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,79.55,94.71,0.42,0.5,15.16,489
datased:monophonic:000489,S-0053,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0053.wav,monophonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,97.35,113.64,0.51,0.6,16.29,490
datased:monophonic:000490,S-0053,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0053.wav,monophonic,Vehicle pass-by,vehicle_pass_by,114.43,123.11,0.6,0.65,8.68,491
datased:monophonic:000491,S-0053,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0053.wav,monophonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,123.26,124.75,0.65,0.66,1.49,492
datased:monophonic:000492,S-0053,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0053.wav,monophonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,125.09,126.52,0.66,0.67,1.43,493
datased:monophonic:000493,S-0053,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0053.wav,monophonic,Jet aircrafts,jet_aircrafts,127.04,132.58,0.67,0.7,5.54,494
datased:monophonic:000494,S-0053,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0053.wav,monophonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,134.1,189.4,0.71,1.0,55.31,495
datased:monophonic:000495,S-0054,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0054.wav,monophonic,Voices,voices,0.0,12.29,0.0,0.1,12.29,496
datased:monophonic:000496,S-0054,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0054.wav,monophonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,12.41,17.56,0.1,0.15,5.15,497
datased:monophonic:000497,S-0054,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0054.wav,monophonic,Voices,voices,17.84,22.62,0.15,0.19,4.78,498
datased:monophonic:000498,S-0054,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0054.wav,monophonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,23.48,62.11,0.2,0.52,38.63,499
datased:monophonic:000499,S-0054,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0054.wav,monophonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,63.41,65.29,0.53,0.55,1.88,500
datased:monophonic:000500,S-0054,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0054.wav,monophonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,67.24,69.12,0.56,0.58,1.88,501
datased:monophonic:000501,S-0054,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0054.wav,monophonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,70.49,72.94,0.59,0.61,2.46,502
datased:monophonic:000502,S-0054,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0054.wav,monophonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,73.81,75.98,0.62,0.64,2.17,503
datased:monophonic:000503,S-0054,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0054.wav,monophonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,76.77,79.44,0.64,0.67,2.67,504
datased:monophonic:000504,S-0054,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0054.wav,monophonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,80.89,83.2,0.68,0.7,2.31,505
datased:monophonic:000505,S-0054,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0054.wav,monophonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,89.91,91.93,0.75,0.77,2.02,506
datased:monophonic:000506,S-0054,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0054.wav,monophonic,Voices,voices,93.96,94.68,0.79,0.79,0.72,507
datased:monophonic:000507,S-0054,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0054.wav,monophonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,97.42,119.08,0.82,1.0,21.66,508
datased:monophonic:000508,S-0055,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0055.wav,monophonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,2.24,97.5,0.02,0.72,95.26,509
datased:monophonic:000509,S-0055,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0055.wav,monophonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,104.59,135.74,0.77,1.0,31.15,510
datased:monophonic:000510,S-0056,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0056.wav,monophonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,0.84,7.7,0.01,0.06,6.85,511
datased:monophonic:000511,S-0056,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0056.wav,monophonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,13.39,16.36,0.1,0.12,2.97,512
datased:monophonic:000512,S-0056,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0056.wav,monophonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,22.89,28.91,0.17,0.21,6.03,513
datased:monophonic:000513,S-0056,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0056.wav,monophonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,30.65,36.35,0.22,0.27,5.7,514
datased:monophonic:000514,S-0056,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0056.wav,monophonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,43.45,59.22,0.32,0.43,15.77,515
datased:monophonic:000515,S-0056,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0056.wav,monophonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,65.49,136.0,0.48,1.0,70.51,516
datased:monophonic:000516,S-0057,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0057.wav,monophonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,0.0,5.8,0.0,0.05,5.8,517
datased:monophonic:000517,S-0057,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0057.wav,monophonic,Voices,voices,6.29,7.84,0.05,0.07,1.55,518
datased:monophonic:000518,S-0057,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0057.wav,monophonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,8.55,10.87,0.07,0.09,2.33,519
datased:monophonic:000519,S-0057,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0057.wav,monophonic,Dog barkings and howlings,dog_barkings_and_howlings,11.37,13.55,0.1,0.12,2.19,520
datased:monophonic:000520,S-0057,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0057.wav,monophonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,14.82,17.22,0.13,0.15,2.4,521
datased:monophonic:000521,S-0057,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0057.wav,monophonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,20.25,22.86,0.17,0.2,2.61,522
datased:monophonic:000522,S-0057,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0057.wav,monophonic,Voices,voices,23.63,28.64,0.2,0.25,5.01,523
datased:monophonic:000523,S-0057,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0057.wav,monophonic,Vehicle pass-by,vehicle_pass_by,31.39,37.17,0.27,0.32,5.78,524
datased:monophonic:000524,S-0057,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0057.wav,monophonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,37.45,71.86,0.32,0.62,34.41,525
datased:monophonic:000525,S-0057,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0057.wav,monophonic,Vehicle pass-by,vehicle_pass_by,75.45,78.51,0.65,0.67,3.06,526
datased:monophonic:000526,S-0057,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0057.wav,monophonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,78.55,110.07,0.67,0.94,31.51,527
datased:monophonic:000527,S-0058,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0058.wav,monophonic,Voices,voices,22.69,24.73,0.17,0.18,2.04,528
datased:monophonic:000528,S-0058,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0058.wav,monophonic,Voices,voices,26.11,28.07,0.19,0.21,1.96,529
datased:monophonic:000529,S-0058,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0058.wav,monophonic,Voices,voices,29.78,42.1,0.22,0.31,12.31,530
datased:monophonic:000530,S-0058,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0058.wav,monophonic,Voices,voices,42.59,58.9,0.32,0.44,16.31,531
datased:monophonic:000531,S-0058,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0058.wav,monophonic,Voices,voices,60.61,62.4,0.45,0.46,1.79,532
datased:monophonic:000532,S-0058,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0058.wav,monophonic,Voices,voices,66.32,70.8,0.49,0.53,4.49,533
datased:monophonic:000533,S-0058,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0058.wav,monophonic,Voices,voices,78.39,82.06,0.58,0.61,3.67,534
datased:monophonic:000534,S-0058,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0058.wav,monophonic,Voices,voices,92.74,95.19,0.69,0.71,2.45,535
datased:monophonic:000535,S-0058,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0058.wav,monophonic,Voices,voices,96.74,100.49,0.72,0.75,3.75,536
datased:monophonic:000536,S-0058,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0058.wav,monophonic,Voices,voices,101.47,105.06,0.75,0.78,3.59,537
datased:monophonic:000537,S-0058,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0058.wav,monophonic,Voices,voices,112.48,118.19,0.83,0.88,5.71,538
datased:monophonic:000538,S-0058,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0058.wav,monophonic,Voices,voices,122.18,127.65,0.91,0.95,5.46,539
datased:monophonic:000539,S-0059,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0059.wav,monophonic,Voices,voices,1.11,2.31,0.01,0.03,1.21,540
datased:monophonic:000540,S-0059,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0059.wav,monophonic,Voices,voices,8.72,9.76,0.1,0.11,1.04,541
datased:monophonic:000541,S-0059,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0059.wav,monophonic,Voices,voices,15.08,46.96,0.17,0.52,31.88,542
datased:monophonic:000542,S-0059,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0059.wav,monophonic,Voices,voices,49.15,79.12,0.54,0.87,29.97,543
datased:monophonic:000543,S-0059,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0059.wav,monophonic,Voices,voices,84.54,86.41,0.93,0.95,1.86,544
datased:monophonic:000544,S-0060,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0060.wav,monophonic,Chicken coop,chicken_coop,1.18,3.08,0.01,0.03,1.89,545
datased:monophonic:000545,S-0060,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0060.wav,monophonic,Lawn mower brush cutter and olive shaker,lawn_mower_brush_cutter_olive_shaker,3.88,16.01,0.03,0.13,12.14,546
datased:monophonic:000546,S-0060,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0060.wav,monophonic,Chicken coop,chicken_coop,16.49,18.23,0.14,0.15,1.75,547
datased:monophonic:000547,S-0060,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0060.wav,monophonic,Lawn mower brush cutter and olive shaker,lawn_mower_brush_cutter_olive_shaker,18.3,31.31,0.15,0.26,13.0,548
datased:monophonic:000548,S-0060,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0060.wav,monophonic,Horn,horn,31.43,32.3,0.26,0.27,0.87,549
datased:monophonic:000549,S-0060,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0060.wav,monophonic,Chicken coop,chicken_coop,32.66,34.41,0.27,0.29,1.75,550
datased:monophonic:000550,S-0060,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0060.wav,monophonic,Lawn mower brush cutter and olive shaker,lawn_mower_brush_cutter_olive_shaker,34.92,55.39,0.29,0.46,20.47,551
datased:monophonic:000551,S-0060,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0060.wav,monophonic,Bells,bells,55.62,61.89,0.46,0.51,6.27,552
datased:monophonic:000552,S-0060,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0060.wav,monophonic,Chicken coop,chicken_coop,62.33,63.86,0.52,0.53,1.53,553
datased:monophonic:000553,S-0060,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0060.wav,monophonic,Bells,bells,63.94,82.73,0.53,0.69,18.79,554
datased:monophonic:000554,S-0060,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0060.wav,monophonic,Lawn mower brush cutter and olive shaker,lawn_mower_brush_cutter_olive_shaker,83.08,92.96,0.69,0.77,9.87,555
datased:monophonic:000555,S-0060,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0060.wav,monophonic,Chicken coop,chicken_coop,93.23,95.56,0.77,0.79,2.33,556
datased:monophonic:000556,S-0060,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0060.wav,monophonic,Lawn mower brush cutter and olive shaker,lawn_mower_brush_cutter_olive_shaker,96.33,100.54,0.8,0.84,4.21,557
datased:monophonic:000557,S-0060,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0060.wav,monophonic,Crows seagulls and magpies,crows_seagulls_magpies,100.81,102.34,0.84,0.85,1.53,558
datased:monophonic:000558,S-0060,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0060.wav,monophonic,Bells,bells,102.99,120.41,0.86,1.0,17.42,559
datased:monophonic:000559,S-0061,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0061.wav,monophonic,Bells,bells,0.0,7.4,0.0,0.04,7.4,560
