event_id,recording_id,audio_relative_path,label_mode,raw_class_label,class_id,onset_s,offset_s,source_start_fraction,source_end_fraction,source_event_length_s,source_row
datased:polyphonic:000491,S-0053,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0053.wav,polyphonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,4.61,7.47,0.02,0.04,2.87,492
datased:polyphonic:000492,S-0053,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0053.wav,polyphonic,Voices,voices,5.41,7.93,0.03,0.04,2.52,493
datased:polyphonic:000493,S-0053,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0053.wav,polyphonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,8.05,11.14,0.04,0.06,3.1,494
datased:polyphonic:000494,S-0053,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0053.wav,polyphonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,11.49,14.24,0.06,0.08,2.75,495
datased:polyphonic:000495,S-0053,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0053.wav,polyphonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,14.7,17.91,0.08,0.09,3.21,496
datased:polyphonic:000496,S-0053,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0053.wav,polyphonic,Voices,voices,15.04,18.37,0.08,0.1,3.32,497
datased:polyphonic:000497,S-0053,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0053.wav,polyphonic,Dog barkings and howlings,dog_barkings_and_howlings,17.79,21.21,0.09,0.11,3.42,498
datased:polyphonic:000498,S-0053,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0053.wav,polyphonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,18.14,21.78,0.1,0.12,3.65,499
datased:polyphonic:000499,S-0053,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0053.wav,polyphonic,Dog barkings and howlings,dog_barkings_and_howlings,21.46,29.37,0.11,0.16,7.91,500
datased:polyphonic:000500,S-0053,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0053.wav,polyphonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,21.8,24.67,0.12,0.13,2.87,501
datased:polyphonic:000501,S-0053,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0053.wav,polyphonic,Voices,voices,23.87,25.24,0.13,0.13,1.38,502
datased:polyphonic:000502,S-0053,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0053.wav,polyphonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,24.9,29.03,0.13,0.15,4.13,503
datased:polyphonic:000503,S-0053,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0053.wav,polyphonic,Voices,voices,27.88,29.37,0.15,0.16,1.49,504
datased:polyphonic:000504,S-0053,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0053.wav,polyphonic,Dog barkings and howlings,dog_barkings_and_howlings,34.19,36.48,0.18,0.19,2.29,505
datased:polyphonic:000505,S-0053,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0053.wav,polyphonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,36.13,39.0,0.19,0.21,2.87,506
datased:polyphonic:000506,S-0053,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0053.wav,polyphonic,Voices,voices,38.43,40.83,0.2,0.22,2.41,507
datased:polyphonic:000507,S-0053,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0053.wav,polyphonic,Dog barkings and howlings,dog_barkings_and_howlings,45.76,50.35,0.24,0.27,4.59,508
datased:polyphonic:000508,S-0053,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0053.wav,polyphonic,Vehicle idling,vehicle_idling,50.81,51.84,0.27,0.27,1.03,509
datased:polyphonic:000509,S-0053,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0053.wav,polyphonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,51.27,94.71,0.27,0.5,43.45,510
datased:polyphonic:000510,S-0053,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0053.wav,polyphonic,Horn,horn,75.34,79.24,0.4,0.42,3.9,511
datased:polyphonic:000511,S-0053,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0053.wav,polyphonic,Voices,voices,95.63,111.34,0.5,0.59,15.71,512
datased:polyphonic:000512,S-0053,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0053.wav,polyphonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,97.35,118.56,0.51,0.63,21.21,513
datased:polyphonic:000513,S-0053,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0053.wav,polyphonic,Vehicle pass-by,vehicle_pass_by,114.43,122.69,0.6,0.65,8.25,514
datased:polyphonic:000514,S-0053,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0053.wav,polyphonic,Vehicle idling,vehicle_idling,119.13,124.4,0.63,0.66,5.27,515
datased:polyphonic:000515,S-0053,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0053.wav,polyphonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,123.26,124.75,0.65,0.66,1.49,516
datased:polyphonic:000516,S-0053,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0053.wav,polyphonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,125.09,189.4,0.66,1.0,64.31,517
datased:polyphonic:000517,S-0053,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0053.wav,polyphonic,Jet aircrafts,jet_aircrafts,127.04,141.71,0.67,0.75,14.67,518
datased:polyphonic:000518,S-0054,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0054.wav,polyphonic,Voices,voices,0.0,12.29,0.0,0.1,12.29,519
datased:polyphonic:000519,S-0054,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0054.wav,polyphonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,4.78,17.56,0.04,0.15,12.78,520
datased:polyphonic:000520,S-0054,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0054.wav,polyphonic,Voices,voices,16.91,22.62,0.14,0.19,5.7,521
datased:polyphonic:000521,S-0054,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0054.wav,polyphonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,23.48,62.11,0.2,0.52,38.63,522
datased:polyphonic:000522,S-0054,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0054.wav,polyphonic,Vehicle idling,vehicle_idling,62.18,69.12,0.52,0.58,6.93,523
datased:polyphonic:000523,S-0054,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0054.wav,polyphonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,63.41,65.29,0.53,0.55,1.88,524
datased:polyphonic:000524,S-0054,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0054.wav,polyphonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,67.24,69.12,0.56,0.58,1.88,525
datased:polyphonic:000525,S-0054,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0054.wav,polyphonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,70.49,72.94,0.59,0.61,2.46,526
datased:polyphonic:000526,S-0054,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0054.wav,polyphonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,73.81,75.98,0.62,0.64,2.17,527
datased:polyphonic:000527,S-0054,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0054.wav,polyphonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,76.77,79.44,0.64,0.67,2.67,528
datased:polyphonic:000528,S-0054,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0054.wav,polyphonic,Vehicle idling,vehicle_idling,80.24,83.2,0.67,0.7,2.96,529
datased:polyphonic:000529,S-0054,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0054.wav,polyphonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,80.89,83.2,0.68,0.7,2.31,530
datased:polyphonic:000530,S-0054,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0054.wav,polyphonic,Jet aircrafts,jet_aircrafts,84.14,88.32,0.71,0.74,4.19,531
datased:polyphonic:000531,S-0054,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0054.wav,polyphonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,89.91,91.93,0.75,0.77,2.02,532
datased:polyphonic:000532,S-0054,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0054.wav,polyphonic,Voices,voices,93.96,94.68,0.79,0.79,0.72,533
datased:polyphonic:000533,S-0054,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0054.wav,polyphonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,97.42,119.08,0.82,1.0,21.66,534
datased:polyphonic:000534,S-0054,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0054.wav,polyphonic,Vehicle idling,vehicle_idling,102.48,106.3,0.86,0.89,3.83,535
datased:polyphonic:000535,S-0055,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0055.wav,polyphonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,2.24,97.5,0.02,0.72,95.26,536
datased:polyphonic:000536,S-0055,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0055.wav,polyphonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,104.59,135.74,0.77,1.0,31.15,537
datased:polyphonic:000537,S-0055,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0055.wav,polyphonic,Vehicle idling,vehicle_idling,125.03,130.96,0.92,0.96,5.93,538
datased:polyphonic:000538,S-0056,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0056.wav,polyphonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,0.84,7.7,0.01,0.06,6.85,539
datased:polyphonic:000539,S-0056,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0056.wav,polyphonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,13.39,16.36,0.1,0.12,2.97,540
datased:polyphonic:000540,S-0056,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0056.wav,polyphonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,22.89,28.91,0.17,0.21,6.03,541
datased:polyphonic:000541,S-0056,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0056.wav,polyphonic,Jet aircrafts,jet_aircrafts,29.0,37.75,0.21,0.28,8.75,542
datased:polyphonic:000542,S-0056,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0056.wav,polyphonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,30.65,36.35,0.22,0.27,5.7,543
datased:polyphonic:000543,S-0056,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0056.wav,polyphonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,43.45,59.22,0.32,0.43,15.77,544
datased:polyphonic:000544,S-0056,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0056.wav,polyphonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,65.49,136.0,0.48,1.0,70.51,545
datased:polyphonic:000545,S-0056,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0056.wav,polyphonic,Jet aircrafts,jet_aircrafts,90.18,97.69,0.66,0.72,7.51,546
datased:polyphonic:000546,S-0057,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0057.wav,polyphonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,0.0,5.8,0.0,0.05,5.8,547
datased:polyphonic:000547,S-0057,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0057.wav,polyphonic,Voices,voices,6.29,7.84,0.05,0.07,1.55,548
datased:polyphonic:000548,S-0057,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0057.wav,polyphonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,8.55,10.87,0.07,0.09,2.33,549
datased:polyphonic:000549,S-0057,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0057.wav,polyphonic,Dog barkings and howlings,dog_barkings_and_howlings,11.37,13.55,0.1,0.12,2.19,550
datased:polyphonic:000550,S-0057,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0057.wav,polyphonic,Dog barkings and howlings,dog_barkings_and_howlings,14.4,28.29,0.12,0.24,13.89,551
datased:polyphonic:000551,S-0057,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0057.wav,polyphonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,14.82,17.22,0.13,0.15,2.4,552
datased:polyphonic:000552,S-0057,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0057.wav,polyphonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,20.25,22.86,0.17,0.2,2.61,553
datased:polyphonic:000553,S-0057,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0057.wav,polyphonic,Voices,voices,23.63,28.64,0.2,0.25,5.01,554
datased:polyphonic:000554,S-0057,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0057.wav,polyphonic,Vehicle pass-by,vehicle_pass_by,31.39,37.17,0.27,0.32,5.78,555
datased:polyphonic:000555,S-0057,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0057.wav,polyphonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,37.45,71.86,0.32,0.62,34.41,556
datased:polyphonic:000556,S-0057,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0057.wav,polyphonic,Vehicle pass-by,vehicle_pass_by,75.45,78.84,0.65,0.68,3.38,557
datased:polyphonic:000557,S-0057,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0057.wav,polyphonic,Thunder fireworks and gunshot,thunder_fireworks_gunshot,78.55,110.07,0.67,0.94,31.51,558
datased:polyphonic:000558,S-0057,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0057.wav,polyphonic,Voices,voices,86.8,87.86,0.75,0.75,1.06,559
datased:polyphonic:000559,S-0057,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0057.wav,polyphonic,Jet aircrafts,jet_aircrafts,108.52,111.06,0.93,0.95,2.54,560
datased:polyphonic:000560,S-0058,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0058.wav,polyphonic,Voices,voices,22.69,24.73,0.17,0.18,2.04,561
datased:polyphonic:000561,S-0058,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0058.wav,polyphonic,Voices,voices,26.11,28.07,0.19,0.21,1.96,562
datased:polyphonic:000562,S-0058,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0058.wav,polyphonic,Voices,voices,29.78,42.1,0.22,0.31,12.31,563
datased:polyphonic:000563,S-0058,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0058.wav,polyphonic,Voices,voices,42.59,58.9,0.32,0.44,16.31,564
datased:polyphonic:000564,S-0058,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0058.wav,polyphonic,Voices,voices,60.61,62.4,0.45,0.46,1.79,565
datased:polyphonic:000565,S-0058,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0058.wav,polyphonic,Voices,voices,66.32,70.8,0.49,0.53,4.49,566
datased:polyphonic:000566,S-0058,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0058.wav,polyphonic,Voices,voices,78.39,82.06,0.58,0.61,3.67,567
datased:polyphonic:000567,S-0058,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0058.wav,polyphonic,Voices,voices,92.74,95.19,0.69,0.71,2.45,568
datased:polyphonic:000568,S-0058,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0058.wav,polyphonic,Voices,voices,96.74,100.49,0.72,0.75,3.75,569
datased:polyphonic:000569,S-0058,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0058.wav,polyphonic,Voices,voices,101.47,105.06,0.75,0.78,3.59,570
datased:polyphonic:000570,S-0058,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0058.wav,polyphonic,Voices,voices,112.48,118.19,0.83,0.88,5.71,571
datased:polyphonic:000571,S-0058,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0058.wav,polyphonic,Voices,voices,122.18,127.65,0.91,0.95,5.46,572
datased:polyphonic:000572,S-0059,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0059.wav,polyphonic,Voices,voices,1.11,2.31,0.01,0.03,1.21,573
datased:polyphonic:000573,S-0059,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0059.wav,polyphonic,Voices,voices,8.72,9.76,0.1,0.11,1.04,574
datased:polyphonic:000574,S-0059,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0059.wav,polyphonic,Voices,voices,15.08,46.96,0.17,0.52,31.88,575
datased:polyphonic:000575,S-0059,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0059.wav,polyphonic,Voices,voices,49.15,79.12,0.54,0.87,29.97,576
datased:polyphonic:000576,S-0059,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0059.wav,polyphonic,Voices,voices,84.54,86.41,0.93,0.95,1.86,577
datased:polyphonic:000577,S-0060,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0060.wav,polyphonic,Birds,birds,0.0,3.73,0.0,0.03,3.73,578
datased:polyphonic:000578,S-0060,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0060.wav,polyphonic,Chicken coop,chicken_coop,1.18,3.08,0.01,0.03,1.89,579
datased:polyphonic:000579,S-0060,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0060.wav,polyphonic,Lawn mower brush cutter and olive shaker,lawn_mower_brush_cutter_olive_shaker,3.88,113.34,0.03,0.94,109.46,580
datased:polyphonic:000580,S-0060,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0060.wav,polyphonic,Birds,birds,8.4,120.27,0.07,1.0,111.87,581
datased:polyphonic:000581,S-0060,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0060.wav,polyphonic,Chicken coop,chicken_coop,16.49,18.23,0.14,0.15,1.75,582
datased:polyphonic:000582,S-0060,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0060.wav,polyphonic,Horn,horn,31.43,32.3,0.26,0.27,0.87,583
datased:polyphonic:000583,S-0060,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0060.wav,polyphonic,Chicken coop,chicken_coop,32.66,34.41,0.27,0.29,1.75,584
datased:polyphonic:000584,S-0060,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0060.wav,polyphonic,Bells,bells,55.62,82.73,0.46,0.69,27.11,585
datased:polyphonic:000585,S-0060,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0060.wav,polyphonic,Chicken coop,chicken_coop,62.33,63.86,0.52,0.53,1.53,586
datased:polyphonic:000586,S-0060,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0060.wav,polyphonic,Chicken coop,chicken_coop,93.23,95.56,0.77,0.79,2.33,587
datased:polyphonic:000587,S-0060,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0060.wav,polyphonic,Crows seagulls and magpies,crows_seagulls_magpies,100.81,102.34,0.84,0.85,1.53,588
datased:polyphonic:000588,S-0060,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0060.wav,polyphonic,Bells,bells,102.99,120.41,0.86,1.0,17.42,589
datased:polyphonic:000589,S-0060,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0060.wav,polyphonic,Vehicle idling,vehicle_idling,113.27,119.03,0.94,0.99,5.76,590
datased:polyphonic:000590,S-0061,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0061.wav,polyphonic,Bells,bells,0.0,69.03,0.0,0.38,69.03,591
datased:polyphonic:000591,S-0061,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0061.wav,polyphonic,Birds,birds,0.0,180.4,0.0,1.0,180.4,592
datased:polyphonic:000592,S-0061,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0061.wav,polyphonic,Horn,horn,7.77,9.08,0.04,0.05,1.31,593
datased:polyphonic:000593,S-0061,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0061.wav,polyphonic,Vacuum cleaner fan and hairdryer,vacuum_cleaner_fan_hairdryer,15.31,28.96,0.08,0.16,13.65,594
datased:polyphonic:000594,S-0061,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0061.wav,polyphonic,Voices,voices,35.94,37.69,0.2,0.21,1.75,595
datased:polyphonic:000595,S-0061,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0061.wav,polyphonic,Lawn mower brush cutter and olive shaker,lawn_mower_brush_cutter_olive_shaker,53.09,69.03,0.29,0.38,15.94,596
datased:polyphonic:000596,S-0061,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0061.wav,polyphonic,Lawn mower brush cutter and olive shaker,lawn_mower_brush_cutter_olive_shaker,79.4,122.86,0.44,0.68,43.46,597
datased:polyphonic:000597,S-0061,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0061.wav,polyphonic,Vehicle pass-by,vehicle_pass_by,102.44,115.32,0.57,0.64,12.88,598
datased:polyphonic:000598,S-0061,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0061.wav,polyphonic,Vehicle idling,vehicle_idling,126.35,128.1,0.7,0.71,1.75,599
datased:polyphonic:000599,S-0061,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0061.wav,polyphonic,Vacuum cleaner fan and hairdryer,vacuum_cleaner_fan_hairdryer,127.77,134.32,0.71,0.74,6.55,600
datased:polyphonic:000600,S-0061,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0061.wav,polyphonic,Horn,horn,140.55,142.18,0.78,0.79,1.64,601
datased:polyphonic:000601,S-0061,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0061.wav,polyphonic,Crows seagulls and magpies,crows_seagulls_magpies,147.64,149.28,0.82,0.83,1.64,602
datased:polyphonic:000602,S-0061,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0061.wav,polyphonic,Vacuum cleaner fan and hairdryer,vacuum_cleaner_fan_hairdryer,148.73,159.76,0.82,0.89,11.03,603
datased:polyphonic:000603,S-0061,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0061.wav,polyphonic,Crows seagulls and magpies,crows_seagulls_magpies,152.12,153.98,0.84,0.85,1.86,604
datased:polyphonic:000604,S-0061,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0061.wav,polyphonic,Vacuum cleaner fan and hairdryer,vacuum_cleaner_fan_hairdryer,169.7,173.19,0.94,0.96,3.49,605
datased:polyphonic:000605,S-0062,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0062.wav,polyphonic,Birds,birds,0.0,27.44,0.0,0.24,27.44,606
datased:polyphonic:000606,S-0062,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0062.wav,polyphonic,Dog barkings and howlings,dog_barkings_and_howlings,0.7,23.03,0.01,0.2,22.32,607
datased:polyphonic:000607,S-0062,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0062.wav,polyphonic,Lawn mower brush cutter and olive shaker,lawn_mower_brush_cutter_olive_shaker,25.1,65.06,0.22,0.57,39.96,608
datased:polyphonic:000608,S-0062,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0062.wav,polyphonic,Dog barkings and howlings,dog_barkings_and_howlings,60.1,62.92,0.53,0.55,2.83,609
datased:polyphonic:000609,S-0062,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0062.wav,polyphonic,Birds,birds,63.61,113.84,0.56,1.0,50.23,610
datased:polyphonic:000610,S-0062,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0062.wav,polyphonic,Vacuum cleaner fan and hairdryer,vacuum_cleaner_fan_hairdryer,70.16,97.24,0.62,0.85,27.08,611
datased:polyphonic:000611,S-0062,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0062.wav,polyphonic,Chicken coop,chicken_coop,96.0,97.72,0.84,0.86,1.72,612
datased:polyphonic:000612,S-0063,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0063.wav,polyphonic,Vehicle pass-by,vehicle_pass_by,2.75,12.55,0.02,0.07,9.81,613
datased:polyphonic:000613,S-0063,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0063.wav,polyphonic,Dog barkings and howlings,dog_barkings_and_howlings,13.31,45.68,0.07,0.25,32.37,614
datased:polyphonic:000614,S-0063,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0063.wav,polyphonic,Crows seagulls and magpies,crows_seagulls_magpies,47.52,48.72,0.26,0.27,1.2,615
datased:polyphonic:000615,S-0063,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0063.wav,polyphonic,Dog barkings and howlings,dog_barkings_and_howlings,48.41,56.13,0.27,0.31,7.72,616
datased:polyphonic:000616,S-0063,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0063.wav,polyphonic,Crows seagulls and magpies,crows_seagulls_magpies,56.35,57.46,0.31,0.32,1.12,617
datased:polyphonic:000617,S-0063,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0063.wav,polyphonic,Dog barkings and howlings,dog_barkings_and_howlings,58.42,61.79,0.32,0.34,3.38,618
datased:polyphonic:000618,S-0063,DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0063.wav,polyphonic,Dog barkings and howlings,dog_barkings_and_howlings,62.56,63.86,0.35,0.35,1.31,619
