left_file_id,right_file_id,tier,similarity,overlap_s,verdict
datasec:DATASEC/Voices/Voices-1309.wav,datasec:DATASEC/Voices/Voices-1323.wav,T3,0.893628,4.000,review
datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0010.wav,datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0028.wav,T3,0.893515,29.500,review
datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0017.wav,datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0022.wav,T3,0.893487,29.500,review
datasec:DATASEC/Voices/Voices-0814.wav,datasec:DATASEC/Voices/Voices-0826.wav,T3,0.893358,3.000,review
datasec:DATASEC/Glass breaking/Glass breaking-0053.wav,datasec:DATASEC/Glass breaking/Glass breaking-0057.wav,T3,0.893350,12.000,review
datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0011.wav,datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0035.wav,T3,0.893246,29.500,review
datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0010.wav,datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0022.wav,T3,0.893204,29.500,review
datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0017.wav,datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0028.wav,T3,0.893156,29.500,review
datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0008.wav,datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0017.wav,T3,0.893150,29.500,review
datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0008.wav,datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0010.wav,T3,0.893072,29.500,review
datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0022.wav,datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0025.wav,T3,0.892969,29.500,review
datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0008.wav,datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0025.wav,T3,0.892855,29.500,review
datasec:DATASEC/Music/Music-0167.wav,datasec:DATASEC/Music/Music-0168.wav,T3,0.892832,3.000,review
datasec:DATASEC/Glass breaking/Glass breaking-0042.wav,datasec:DATASEC/Glass breaking/Glass breaking-0044.wav,T3,0.892672,13.000,review
datasec:DATASEC/Glass breaking/Glass breaking-0053.wav,datasec:DATASEC/Glass breaking/Glass breaking-0059.wav,T3,0.892587,10.500,review
datasec:DATASEC/Voices/Voices-0840.wav,datasec:DATASEC/Voices/Voices-1411.wav,T3,0.892537,3.000,review
datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0008.wav,datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0032.wav,T3,0.892506,44.000,review
datasec:DATASEC/Glass breaking/Glass breaking-0022.wav,datasec:DATASEC/Glass breaking/Glass breaking-0069.wav,T3,0.892434,7.000,review
datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0031.wav,datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0035.wav,T3,0.892413,29.500,review
datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0018.wav,datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0035.wav,T3,0.892327,29.500,review
datasec:DATASEC/Voices/Voices-0826.wav,datasec:DATASEC/Voices/Voices-1411.wav,T3,0.892295,3.000,review
datasec:DATASEC/Crows seagulls and magpies/Crows/Crows-0035.wav,datasec:DATASEC/Crows seagulls and magpies/Crows/Crows-0042.wav,T3,0.892232,11.000,review
datasec:DATASEC/Crows seagulls and magpies/Crows/Crows-0042.wav,datasec:DATASEC/Crows seagulls and magpies/Crows/Crows-0050.wav,T3,0.892232,11.000,review
datasec:DATASEC/Glass breaking/Glass breaking-0035.wav,datasec:DATASEC/Glass breaking/Glass breaking-0037.wav,T3,0.892224,59.000,review
datasec:DATASEC/Voices/Voices-0826.wav,datasec:DATASEC/Voices/Voices-1401.wav,T3,0.892134,3.000,review
datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0011.wav,datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0019.wav,T3,0.892027,29.500,review
datasec:DATASEC/Dog barkings and howlings/Dog barkings and howlings-0052.wav,datasec:DATASEC/Dog barkings and howlings/Dog barkings and howlings-0053.wav,T3,0.891946,3.000,review
datasec:DATASEC/Voices/Voices-0814.wav,datasec:DATASEC/Voices/Voices-0851.wav,T3,0.891943,3.000,review
datasec:DATASEC/Sirens and alarms/Sirens/Sirens-0014.wav,datasec:DATASEC/Sirens and alarms/Sirens/Sirens-0015.wav,T3,0.891914,5.000,review
datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0026.wav,datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0035.wav,T3,0.891897,29.500,review
datasec:DATASEC/Voices/Voices-1387.wav,datasec:DATASEC/Voices/Voices-1416.wav,T3,0.891838,3.000,review
datasec:DATASEC/Music/Music-0037.wav,datasec:DATASEC/Music/Music-0234.wav,T3,0.891821,3.000,review
datasec:DATASEC/Music/Music-0087.wav,datasec:DATASEC/Music/Music-0390.wav,T3,0.891813,3.000,review
datasec:DATASEC/Glass breaking/Glass breaking-0028.wav,datasec:DATASEC/Glass breaking/Glass breaking-0030.wav,T3,0.891544,6.000,review
datasec:DATASEC/Voices/Voices-0329.wav,datasec:DATASEC/Voices/Voices-0374.wav,T3,0.891465,3.000,review
datasec:DATASEC/Glass breaking/Glass breaking-0035.wav,datasec:DATASEC/Glass breaking/Glass breaking-0039.wav,T3,0.891439,57.500,review
datasec:DATASEC/Voices/Voices-0990.wav,datasec:DATASEC/Voices/Voices-1015.wav,T3,0.891433,3.000,review
datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0018.wav,datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0019.wav,T3,0.891278,29.500,review
datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0011.wav,datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0015.wav,T3,0.891271,29.500,review
datasec:DATASEC/Voices/Voices-1288.wav,datasec:DATASEC/Voices/Voices-1309.wav,T3,0.891215,3.500,review
datasec:DATASEC/Vehicle idling/car truck idling/car truck idling-0045.wav,datasec:DATASEC/Vehicle idling/car truck idling/car truck idling-0072.wav,T3,0.891181,10.000,review
datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0019.wav,datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0031.wav,T3,0.891091,29.500,review
datasec:DATASEC/Music/Music-0037.wav,datasec:DATASEC/Music/Music-0087.wav,T3,0.890996,3.500,review
datasec:DATASEC/Voices/Voices-1321.wav,datasec:DATASEC/Voices/Voices-1323.wav,T3,0.890950,3.000,review
datasec:DATASEC/Glass breaking/Glass breaking-0050.wav,datasec:DATASEC/Glass breaking/Glass breaking-0051.wav,T3,0.890945,26.500,review
datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0019.wav,datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0026.wav,T3,0.890866,29.500,review
datasec:DATASEC/Voices/Voices-0342.wav,datasec:DATASEC/Voices/Voices-0667.wav,T3,0.890819,3.000,review
datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0011.wav,datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0023.wav,T3,0.890615,29.500,review
datasec:DATASEC/Glass breaking/Glass breaking-0036.wav,datasec:DATASEC/Glass breaking/Glass breaking-0038.wav,T3,0.890566,59.000,review
datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0160.wav,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0322.wav,T3,0.890551,3.000,review
datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0015.wav,datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0018.wav,T3,0.890509,29.500,review
datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0015.wav,datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0031.wav,T3,0.890470,29.500,review
datasec:DATASEC/Voices/Voices-0342.wav,datasec:DATASEC/Voices/Voices-1266.wav,T3,0.890342,4.500,review
datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0015.wav,datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0026.wav,T3,0.890282,29.500,review
datasec:DATASEC/Voices/Voices-1003.wav,datasec:DATASEC/Voices/Voices-1015.wav,T3,0.890203,3.000,review
datasec:DATASEC/Glass breaking/Glass breaking-0026.wav,datasec:DATASEC/Glass breaking/Glass breaking-0030.wav,T3,0.890094,4.500,review
datasec:DATASEC/Voices/Voices-0414.wav,datasec:DATASEC/Voices/Voices-0433.wav,T3,0.890078,3.000,review
datasec:DATASEC/Voices/Voices-0374.wav,datasec:DATASEC/Voices/Voices-1800.wav,T3,0.889990,3.000,review
datasec:DATASEC/Music/Music-0087.wav,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0606.wav,T3,0.889941,3.000,review
datasec:DATASEC/Music/Music-0087.wav,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0622.wav,T3,0.889941,3.000,review
datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0023.wav,datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0031.wav,T3,0.889932,29.500,review
datasec:DATASEC/Voices/Voices-1206.wav,datasec:DATASEC/Voices/Voices-1232.wav,T3,0.889872,3.000,review
datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0018.wav,datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0023.wav,T3,0.889846,29.500,review
datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0023.wav,datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0026.wav,T3,0.889722,29.500,review
datasec:DATASEC/Voices/Voices-0840.wav,datasec:DATASEC/Voices/Voices-0849.wav,T3,0.889524,3.000,review
datasec:DATASEC/Music/Music-0198.wav,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0606.wav,T3,0.889461,4.000,review
datasec:DATASEC/Music/Music-0198.wav,datased:DataSED - DataSED - Dataset for Sound Event Detection of environmental noise/SED_wav/S-0622.wav,T3,0.889461,4.000,review
datasec:DATASEC/Glass breaking/Glass breaking-0042.wav,datasec:DATASEC/Glass breaking/Glass breaking-0066.wav,T3,0.889384,11.500,review
datasec:DATASEC/Music/Music-0198.wav,datasec:DATASEC/Music/Music-0467.wav,T3,0.889225,3.000,review
datasec:DATASEC/Voices/Voices-1312.wav,datasec:DATASEC/Voices/Voices-1323.wav,T3,0.889135,3.000,review
datasec:DATASEC/Voices/Voices-0826.wav,datasec:DATASEC/Voices/Voices-0827.wav,T3,0.889045,3.000,review
datasec:DATASEC/Voices/Voices-1232.wav,datasec:DATASEC/Voices/Voices-1267.wav,T3,0.888905,3.000,review
datasec:DATASEC/Voices/Voices-1224.wav,datasec:DATASEC/Voices/Voices-1267.wav,T3,0.888820,3.000,review
datasec:DATASEC/Voices/Voices-1232.wav,datasec:DATASEC/Voices/Voices-1817.wav,T3,0.888796,3.000,review
datasec:DATASEC/Glass breaking/Glass breaking-0053.wav,datasec:DATASEC/Glass breaking/Glass breaking-0054.wav,T3,0.888717,13.500,review
datasec:DATASEC/Workshop/jackhammer/jackhammer-0039.wav,datasec:DATASEC/Workshop/jackhammer/jackhammer-0040.wav,T3,0.888716,3.000,review
datasec:DATASEC/Voices/Voices-1288.wav,datasec:DATASEC/Voices/Voices-1321.wav,T3,0.888577,3.500,review
datasec:DATASEC/Glass breaking/Glass breaking-0036.wav,datasec:DATASEC/Glass breaking/Glass breaking-0037.wav,T3,0.888502,26.500,review
datasec:DATASEC/Music/Music-0037.wav,datasec:DATASEC/Music/Music-0178.wav,T3,0.888461,3.000,review
datasec:DATASEC/Voices/Voices-0826.wav,datasec:DATASEC/Voices/Voices-0849.wav,T3,0.888380,3.000,review
datasec:DATASEC/Voices/Voices-1250.wav,datasec:DATASEC/Voices/Voices-1252.wav,T3,0.888344,4.000,review
datasec:DATASEC/Voices/Voices-0814.wav,datasec:DATASEC/Voices/Voices-0874.wav,T3,0.888231,3.000,review
datasec:DATASEC/Dog barkings and howlings/Dog barkings and howlings-0048.wav,datasec:DATASEC/Dog barkings and howlings/Dog barkings and howlings-0049.wav,T3,0.888195,3.000,review
datasec:DATASEC/Workshop/saw/saw-0037.wav,datasec:DATASEC/Workshop/saw/saw-0039.wav,T3,0.888108,3.000,review
datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0054.wav,datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0086.wav,T3,0.888035,19.500,review
datasec:DATASEC/Voices/Voices-1253.wav,datasec:DATASEC/Voices/Voices-1262.wav,T3,0.888026,5.000,review
datasec:DATASEC/Voices/Voices-1285.wav,datasec:DATASEC/Voices/Voices-1304.wav,T3,0.887887,3.000,review
datasec:DATASEC/Voices/Voices-1288.wav,datasec:DATASEC/Voices/Voices-1323.wav,T3,0.887847,3.000,review
datasec:DATASEC/Music/Music-0604.wav,datasec:DATASEC/Music/Music-0613.wav,T3,0.887679,30.000,review
datasec:DATASEC/Voices/Voices-0581.wav,datasec:DATASEC/Voices/Voices-0651.wav,T3,0.887581,4.500,review
datasec:DATASEC/Glass breaking/Glass breaking-0022.wav,datasec:DATASEC/Glass breaking/Glass breaking-0062.wav,T3,0.887512,29.000,review
datasec:DATASEC/Voices/Voices-1250.wav,datasec:DATASEC/Voices/Voices-1266.wav,T3,0.887505,3.000,review
datasec:DATASEC/Voices/Voices-1232.wav,datasec:DATASEC/Voices/Voices-1252.wav,T3,0.887476,3.000,review
datasec:DATASEC/Music/Music-0037.wav,datasec:DATASEC/Music/Music-0198.wav,T3,0.887335,4.000,review
datasec:DATASEC/Voices/Voices-0576.wav,datasec:DATASEC/Voices/Voices-0667.wav,T3,0.886957,3.000,review
datasec:DATASEC/Voices/Voices-0342.wav,datasec:DATASEC/Voices/Voices-1288.wav,T3,0.886898,3.500,review
datasec:DATASEC/Voices/Voices-1253.wav,datasec:DATASEC/Voices/Voices-1267.wav,T3,0.886848,4.000,review
datasec:DATASEC/Voices/Voices-0159.wav,datasec:DATASEC/Voices/Voices-0177.wav,T3,0.886786,3.000,review
datasec:DATASEC/Glass breaking/Glass breaking-0035.wav,datasec:DATASEC/Glass breaking/Glass breaking-0038.wav,T3,0.886754,25.000,review
datasec:DATASEC/Voices/Voices-0758.wav,datasec:DATASEC/Voices/Voices-0774.wav,T3,0.886722,3.000,review
datasec:DATASEC/Glass breaking/Glass breaking-0034.wav,datasec:DATASEC/Glass breaking/Glass breaking-0038.wav,T3,0.886659,57.500,review
datasec:DATASEC/Glass breaking/Glass breaking-0035.wav,datasec:DATASEC/Glass breaking/Glass breaking-0040.wav,T3,0.886547,23.500,review
datasec:DATASEC/Voices/Voices-0827.wav,datasec:DATASEC/Voices/Voices-0828.wav,T3,0.886425,3.000,review
datasec:DATASEC/Glass breaking/Glass breaking-0050.wav,datasec:DATASEC/Glass breaking/Glass breaking-0053.wav,T3,0.886388,25.000,review
datasec:DATASEC/Voices/Voices-0667.wav,datasec:DATASEC/Voices/Voices-1246.wav,T3,0.886265,3.000,review
datasec:DATASEC/Voices/Voices-1288.wav,datasec:DATASEC/Voices/Voices-1316.wav,T3,0.886153,3.000,review
datasec:DATASEC/Voices/Voices-1015.wav,datasec:DATASEC/Voices/Voices-1016.wav,T3,0.885971,3.000,review
datasec:DATASEC/Voices/Voices-0342.wav,datasec:DATASEC/Voices/Voices-0581.wav,T3,0.885791,3.500,review
datasec:DATASEC/Voices/Voices-0826.wav,datasec:DATASEC/Voices/Voices-0846.wav,T3,0.885724,3.000,review
datasec:DATASEC/Glass breaking/Glass breaking-0064.wav,datasec:DATASEC/Glass breaking/Glass breaking-0079.wav,T3,0.885604,3.000,review
datasec:DATASEC/Voices/Voices-1228.wav,datasec:DATASEC/Voices/Voices-1232.wav,T3,0.885514,3.000,review
datasec:DATASEC/Voices/Voices-0634.wav,datasec:DATASEC/Voices/Voices-0667.wav,T3,0.885464,3.500,review
datasec:DATASEC/Wind turbine/Wind turbine-0006.wav,datasec:DATASEC/Wind turbine/Wind turbine-0007.wav,T3,0.885463,27.500,review
datasec:DATASEC/Music/Music-0198.wav,datasec:DATASEC/Propeller aircrafts/Helicopters/Helicopters-0023.wav,T3,0.885459,3.000,review
datasec:DATASEC/Voices/Voices-0634.wav,datasec:DATASEC/Voices/Voices-0682.wav,T3,0.885348,3.000,review
datasec:DATASEC/Music/Music-0266.wav,datasec:DATASEC/Voices/Voices-1232.wav,T3,0.885284,3.000,review
datasec:DATASEC/Glass breaking/Glass breaking-0050.wav,datasec:DATASEC/Glass breaking/Glass breaking-0057.wav,T3,0.885242,3.000,review
datasec:DATASEC/Voices/Voices-0404.wav,datasec:DATASEC/Voices/Voices-0643.wav,T3,0.885236,3.000,review
datasec:DATASEC/Voices/Voices-0634.wav,datasec:DATASEC/Voices/Voices-0651.wav,T3,0.885224,4.000,review
datasec:DATASEC/Voices/Voices-1288.wav,datasec:DATASEC/Voices/Voices-1304.wav,T3,0.885079,3.500,review
datasec:DATASEC/Voices/Voices-0667.wav,datasec:DATASEC/Voices/Voices-1285.wav,T3,0.885027,4.500,review
datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0021.wav,datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0026.wav,T3,0.885013,44.000,review
datasec:DATASEC/Voices/Voices-0220.wav,datasec:DATASEC/Voices/Voices-0225.wav,T3,0.885011,3.500,review
datasec:DATASEC/Voices/Voices-0827.wav,datasec:DATASEC/Voices/Voices-0874.wav,T3,0.884939,3.000,review
datasec:DATASEC/Music/Music-0037.wav,datasec:DATASEC/Music/Music-0225.wav,T3,0.884802,3.000,review
datasec:DATASEC/Voices/Voices-0667.wav,datasec:DATASEC/Voices/Voices-1232.wav,T3,0.884770,3.000,review
datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0013.wav,datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0026.wav,T3,0.884746,44.000,review
datasec:DATASEC/Voices/Voices-1288.wav,datasec:DATASEC/Voices/Voices-1336.wav,T3,0.884603,3.000,review
datasec:DATASEC/Music/Music-0029.wav,datasec:DATASEC/Music/Music-0178.wav,T3,0.884509,4.000,review
datasec:DATASEC/Voices/Voices-0143.wav,datasec:DATASEC/Voices/Voices-0220.wav,T3,0.884481,3.000,review
datasec:DATASEC/Music/Music-0037.wav,datasec:DATASEC/Music/Music-0467.wav,T3,0.884399,3.000,review
datasec:DATASEC/Voices/Voices-1309.wav,datasec:DATASEC/Voices/Voices-1329.wav,T3,0.884395,5.000,review
datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0026.wav,datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0033.wav,T3,0.884350,44.000,review
datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0018.wav,datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0021.wav,T3,0.884331,44.000,review
datasec:DATASEC/Voices/Voices-0610.wav,datasec:DATASEC/Voices/Voices-0651.wav,T3,0.884263,4.500,review
datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0013.wav,datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0018.wav,T3,0.884191,44.000,review
datasec:DATASEC/Voices/Voices-0641.wav,datasec:DATASEC/Voices/Voices-1262.wav,T3,0.884097,3.000,review
datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0024.wav,datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0034.wav,T3,0.883971,44.000,review
datasec:DATASEC/Voices/Voices-0640.wav,datasec:DATASEC/Voices/Voices-1262.wav,T3,0.883964,4.000,review
datasec:DATASEC/Voices/Voices-0581.wav,datasec:DATASEC/Voices/Voices-0667.wav,T3,0.883945,4.000,review
datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0018.wav,datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0033.wav,T3,0.883915,44.000,review
datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0008.wav,datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0024.wav,T3,0.883846,44.000,review
datasec:DATASEC/Glass breaking/Glass breaking-0073.wav,datasec:DATASEC/Glass breaking/Glass breaking-0079.wav,T3,0.883791,7.500,review
datasec:DATASEC/Voices/Voices-0644.wav,datasec:DATASEC/Voices/Voices-0651.wav,T3,0.883780,3.000,review
datasec:DATASEC/Music/Music-0361.wav,datasec:DATASEC/Music/Music-0390.wav,T3,0.883760,30.000,review
datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0021.wav,datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0031.wav,T3,0.883750,44.000,review
datasec:DATASEC/Voices/Voices-0404.wav,datasec:DATASEC/Voices/Voices-1232.wav,T3,0.883700,3.000,review
datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0016.wav,datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0034.wav,T3,0.883676,44.000,review
datasec:DATASEC/Glass breaking/Glass breaking-0077.wav,datasec:DATASEC/Glass breaking/Glass breaking-0080.wav,T3,0.883636,13.500,review
datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0008.wav,datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0016.wav,T3,0.883623,44.000,review
datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0029.wav,datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0034.wav,T3,0.883575,44.000,review
datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0013.wav,datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0031.wav,T3,0.883537,44.000,review
datasec:DATASEC/Voices/Voices-0844.wav,datasec:DATASEC/Voices/Voices-0849.wav,T3,0.883518,3.000,review
datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0009.wav,datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0034.wav,T3,0.883455,44.000,review
datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0012.wav,datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0035.wav,T3,0.883434,29.500,review
datasec:DATASEC/Glass breaking/Glass breaking-0022.wav,datasec:DATASEC/Glass breaking/Glass breaking-0067.wav,T3,0.883369,32.000,review
datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0011.wav,datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0021.wav,T3,0.883368,44.000,review
datasec:DATASEC/Voices/Voices-1232.wav,datasec:DATASEC/Voices/Voices-1411.wav,T3,0.883325,3.000,review
datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0031.wav,datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0033.wav,T3,0.883203,44.000,review
datasec:DATASEC/Voices/Voices-1273.wav,datasec:DATASEC/Voices/Voices-1337.wav,T3,0.883196,3.000,review
datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0012.wav,datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0023.wav,T3,0.883148,29.500,review
datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0011.wav,datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0013.wav,T3,0.883126,44.000,review
datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0008.wav,datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0029.wav,T3,0.883118,44.000,review
datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0012.wav,datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0019.wav,T3,0.883078,29.500,review
datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0008.wav,datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0009.wav,T3,0.883069,44.000,review
datasec:DATASEC/Voices/Voices-0641.wav,datasec:DATASEC/Voices/Voices-1267.wav,T3,0.883063,3.000,review
datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0020.wav,datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0035.wav,T3,0.883027,29.500,review
datasec:DATASEC/Music/Music-0087.wav,datasec:DATASEC/Music/Music-0385.wav,T3,0.883023,3.500,review
datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0022.wav,datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0024.wav,T3,0.882901,44.000,review
datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0026.wav,datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0028.wav,T3,0.882859,44.000,review
datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0012.wav,datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0015.wav,T3,0.882853,29.500,review
datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0011.wav,datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0033.wav,T3,0.882843,44.000,review
datasec:DATASEC/Voices/Voices-1232.wav,datasec:DATASEC/Voices/Voices-1374.wav,T3,0.882840,3.000,review
datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0020.wav,datasec:DATASEC/Lawn mower brush cutter and olive shaker/Brush cutter/Brush cutter-0023.wav,T3,0.882831,29.500,review
